property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
503,-37.788791100000005,144.88695880000003,19 Maddock Street,FOOTSCRAY,5665000.0,house,2013,3,1,2,SC_085,1722,20023,1456,20,0,hospital_003,428,S_201,1648
15096,-37.7193718,144.9067383,201A Mascoma Street,STRATHMORE,3280000.0,house,2007,3,1,2,SC_082,1630,20033,1311,31,0,hospital_184,2556,S_198,1315
8247,-37.749359000000005,144.745615,2 Windle Terrace,BURNSIDE,5274000.0,house,2010,3,2,1,SC_048,1861,20001,4790,36,0,hospital_057,6188,S_156,842
36098,-37.67245483,145.02415469999997,1/80 David Street,LALOR,3588000.0,house,2009,3,2,1,SC_062,5880,20006,957,40,1,hospital_053,2420,S_228,631
80573,-38.00002,145.171861,9 Linden Drive,KEYSBOROUGH,14195000.0,house,2016,4,2,2,SC_057,822,19889,2978,51,0,hospital_096,715,S_079,775
90772,-37.964033,145.05424399999998,5 Maude Street,CHELTENHAM,6012000.0,house,2012,4,2,2,SC_079,2022,19866,293,37,0,hospital_082,456,S_023,527
18405,-37.673266,144.947297,20  GEACH STREET,DALLAS,3195000.0,house,2010,3,2,2,SC_072,3341,19960,802,39,1,hospital_104,3453,S_161,2052
83792,-37.849771999999994,145.001655,27 Mackay Street,PRAHRAN,13200000.0,house,2014,2,1,0,SC_066,762,19947,578,21,0,hospital_097,448,S_115,371
91028,-37.952059000000006,145.059989,8 Tintern Grove,CHELTENHAM,8255000.0,house,2011,3,2,2,SC_079,1692,19872,1641,40,0,hospital_082,977,S_023,902
3205,-37.814035,144.878194,25 Tuppen Street,YARRAVILLE,10615000.0,house,2015,3,1,2,SC_043,2702,19996,1052,16,0,hospital_056,2431,S_201,2286
32955,-37.743494,145.009237,55 David Street,PRESTON,11152000.0,house,2014,3,1,2,SC_103,775,20013,832,25,1,hospital_035,2165,S_084,904
52216,-37.819590000000005,145.001979,12 Mary Street,RICHMOND,21000000.0,house,2014,3,2,2,SC_038,2400,19907,872,6,0,hospital_122,153,S_076,1246
121,-37.796217999999996,144.885323,1/13 Essex Street,FOOTSCRAY,7755000.0,house,2010,3,1,0,SC_043,2114,20023,622,20,0,hospital_056,352,S_201,1224
43809,-37.708359,145.086247,48 Ibbottson Street,WATSONIA,7440000.0,house,2015,3,1,1,SC_017,5503,19984,361,34,0,hospital_075,1765,S_020,1284
22208,-37.751698,144.963073,1E The Avenue,COBURG,12971000.0,house,2016,3,2,1,SC_030,2431,19966,329,26,1,hospital_084,491,S_173,1052
14065,-37.753446999999994,144.905399,21 Forrester Street,ESSENDON,22560000.0,house,2015,4,2,2,SC_082,2166,20037,992,21,0,hospital_184,1241,S_197,1088
74433,-37.885558,145.071446,1 Weeroona Road,MURRUMBEENA,10780000.0,house,2014,3,1,1,SC_087,946,19919,628,30,0,hospital_108,2258,S_167,946
22372,-37.74915,144.96058100000002,24 Marks Street,COBURG,14000000.0,house,2015,3,1,2,SC_030,2079,19966,604,26,1,hospital_084,583,S_173,883
90843,-37.964946999999995,145.070627,57 Silver Street,CHELTENHAM,7040000.0,house,2016,3,1,2,SC_003,1758,19866,1423,37,0,hospital_109,449,S_023,1436
960,-37.791233,144.88284099999998,39 Summerhill Road,FOOTSCRAY,9300000.0,house,2012,3,2,1,SC_043,1896,20023,1197,20,0,hospital_056,363,S_201,1704
14097,-37.754807,144.913657,22 Violet Street,ESSENDON,10560000.0,house,2012,3,2,2,SC_082,2425,20037,261,21,0,hospital_128,1311,S_197,1178
46237,-37.709990000000005,145.123818,72 Sherbourne Road,MONTMORENCY,10205000.0,house,2016,3,1,2,SC_051,5134,19986,624,40,0,hospital_075,1671,S_210,2022
56893,-37.845882,145.124759,8 Clanbrae Avenue,BURWOOD,8384000.0,house,2013,3,1,0,SC_037,2994,20042,2982,30,1,hospital_047,849,S_097,1143
66609,-37.78305,145.320726,67 Croydondale Drive,MOOROOLBARK,7535000.0,house,2015,3,1,1,SC_084,2836,19877,756,54,1,hospital_113,3806,S_224,2313
81010,-37.97449493,145.22537230000003,21 Falkiner Crescent,DANDENONG,6512000.0,house,2009,3,2,2,SC_112,1668,19888,2203,54,0,hospital_033,823,S_183,1372
10283,-37.789237,144.932125,23 Rankins Road,KENSINGTON,5130000.0,house,2010,3,1,0,SC_011,1600,20040,349,15,0,hospital_114,619,S_086,438
73849,-37.854275,145.272197,5A Murene Court,BORONIA,7332000.0,house,2013,2,1,1,SC_049,5476,19869,1273,53,1,hospital_002,377,S_139,1342
29001,-37.80187607,144.9943695,34 Yarra Street,ABBOTSFORD,5280000.0,house,2008,2,1,3,SC_068,2425,19976,300,10,1,hospital_134,1322,S_076,866
82668,-37.906811,145.27071899999999,228 Karoo Road,ROWVILLE,5760000.0,house,2013,3,2,2,SC_049,3573,19868,3530,55,1,hospital_150,3842,S_199,2599
90654,-37.965816,145.072803,4 Eila Close,CHELTENHAM,6700000.0,house,2014,3,2,2,SC_003,1545,19866,1604,37,0,hospital_109,398,S_023,1650
47875,-37.797921,145.030885,134 Princess Street,KEW,9600000.0,house,2011,4,3,2,SC_083,2544,19931,2174,20,0,hospital_029,1125,S_039,873
65285,-37.812273,145.313902,3 Belinda Close,KILSYTH,6800000.0,house,2013,3,1,2,SC_022,3083,19877,3067,54,1,hospital_164,5153,S_224,1170
27982,-37.595325,144.928845,92 Dianne Avenue,CRAIGIEBURN,3360000.0,house,2014,3,1,1,SC_110,1021,40221,1467,46,0,hospital_104,6208,S_178,478
23012,-37.75501633,144.97348019999998,6 Lygon Street,COBURG,6900000.0,house,2008,3,1,2,SC_103,3038,19966,1028,26,1,hospital_144,220,S_173,1527
82220,-37.97955704,145.23745730000002,46 Botanical Grove,DOVETON,6560000.0,house,2009,4,2,2,SC_112,2136,19888,2695,54,0,hospital_119,1737,S_195,1802
48826,-37.803118,145.03106499999998,90 Brougham Street,KEW,15540000.0,house,2015,3,1,3,SC_083,1972,19904,2096,20,0,hospital_032,1416,S_039,295
78109,-37.937507000000004,145.19876100000002,48 Jolimont Avenue,MULGRAVE,4648000.0,house,2014,3,1,2,SC_073,3656,19891,3798,46,0,hospital_161,1267,S_067,917
85967,-37.912729,145.006427,105 Halifax Street,BRIGHTON,30940000.0,house,2014,4,3,2,SC_046,4091,19951,929,22,0,hospital_156,1311,S_151,731
95162,-37.91136932,145.0348969,21 Lees Street,MCKINNON,5490000.0,house,2008,2,1,1,SC_046,3146,19940,321,36,0,hospital_126,1815,S_107,1107
56687,-37.852159,145.129807,4/380 Burwood Highway,BURWOOD,7980000.0,house,2010,2,1,1,SC_037,3743,19875,2576,30,0,hospital_047,1081,S_097,409
75498,-37.901753,145.074059,86 Dalny Road,MURRUMBEENA,12060000.0,house,2016,2,2,2,SC_087,1625,19918,827,32,0,hospital_159,2357,S_167,1625
87159,-37.894321000000005,144.996645,85 Cole Street,BRIGHTON,26350000.0,house,2010,3,2,2,SC_015,3178,19953,712,19,0,hospital_013,1472,S_193,1157
1190,-37.803585,144.89171499999998,55 Windsor Street,SEDDON,8775000.0,house,2014,2,1,0,SC_043,2878,20024,122,18,0,hospital_056,1261,S_201,638
26521,-37.601898,144.936219,32 Bainbridge Close,CRAIGIEBURN,3590000.0,house,2014,3,2,2,SC_110,524,40221,626,46,0,hospital_104,5608,S_005,509
23281,-37.750429,144.954926,93 Linda Street,COBURG,6930000.0,house,2011,4,2,2,SC_030,2050,19966,756,26,1,hospital_084,510,S_173,1322
33453,-37.721038,145.01654,1/38 Mendip Road,RESERVOIR,5060000.0,house,2013,2,1,1,SC_047,2296,20010,959,32,1,hospital_139,1672,S_225,1157
58609,-37.81387,145.178843,16 Nicholson Street,NUNAWADING,8099000.0,house,2012,4,3,1,SC_088,611,19899,826,37,1,hospital_070,1391,S_202,1141
77237,-37.948341,145.114466,4 Rowson Grove,CLARINDA,6750000.0,house,2010,3,1,2,SC_003,3377,19914,2404,42,0,hospital_076,3006,S_170,2277
3825,-37.813140000000004,144.890081,70 Somerville Road,YARRAVILLE,12525000.0,house,2013,4,1,1,SC_043,3319,19996,302,16,0,hospital_056,2253,S_201,1546
62343,-37.824324,145.226995,82 Wantirna Road,RINGWOOD,14760000.0,house,2015,5,2,2,SC_032,1298,19902,955,43,1,hospital_105,2038,S_040,1386
7379,-37.730117799999995,144.8161163,292 Sunshine Avenue,KEALBA,2200000.0,house,2008,4,1,1,SC_107,829,20001,1972,36,0,hospital_057,3384,S_222,1094
94327,-37.9543,145.08399,22 Muirfield Close,HEATHERTON,8450000.0,house,2016,4,2,2,SC_003,1926,19866,2926,37,0,hospital_109,1227,S_023,2538
86893,-37.901095,145.002803,56 Asling Street,BRIGHTON,4256000.0,house,2011,2,1,0,SC_015,4096,19952,422,20,0,hospital_013,1058,S_151,607
73348,-37.86504364,145.2830505,24A Park Crescent,BORONIA,3150000.0,house,2008,3,1,1,SC_049,3947,19869,524,53,1,hospital_049,274,S_024,398
85584,-37.889515,145.013964,371 Kooyong Road,ELSTERNWICK,15540000.0,house,2014,3,2,1,SC_023,2940,19953,1174,19,0,hospital_081,584,S_193,754
30370,-37.764374,144.993653,72 Beaconsfield Parade,NORTHCOTE,9300000.0,house,2010,3,2,2,SC_103,2854,20015,301,21,1,hospital_035,1260,S_105,1722
58990,-37.825134999999996,145.17809599999998,48 Mount Pleasant Road,NUNAWADING,5330000.0,house,2011,3,2,2,SC_088,660,19899,578,37,1,hospital_060,2123,S_202,214
20905,-37.770733,144.964202,27 Blair Street,BRUNSWICK,8415000.0,house,2013,3,1,0,SC_011,4423,19968,527,21,1,hospital_144,1722,S_074,384
48125,-37.808896000000004,145.045917,220 Cotham Road,KEW,27300000.0,house,2015,4,2,1,SC_083,1576,19903,1503,23,0,hospital_064,211,S_039,1365
64539,-37.778175,145.297902,48 The Range Boulevard,CROYDON,7280000.0,house,2016,4,2,2,SC_084,2638,19877,1471,54,1,hospital_164,4970,S_181,2480
55575,-37.845376,145.081794,36 Glencairn Avenue,CAMBERWELL,25760000.0,house,2014,4,2,2,SC_099,3138,19850,570,32,0,hospital_089,1726,S_160,1495
87996,-37.937591999999995,145.003591,9 Ocean Street,HAMPTON,17370000.0,house,2012,5,3,3,SC_046,3058,19949,191,27,0,hospital_036,539,S_088,127
45181,-37.701698,145.09366,5 Glen Vallley Court,GREENSBOROUGH,3440000.0,house,2012,3,1,1,SC_062,5614,19985,1309,38,0,hospital_075,1141,S_020,655
84328,-37.854052,144.995915,71 Hornby Street,WINDSOR,10080000.0,house,2016,2,1,0,SC_066,780,19957,407,11,0,hospital_012,259,S_115,1060
73918,-37.8543129,145.2758026,68 Rowson Street,BORONIA,5325000.0,house,2008,3,1,1,SC_049,5296,19869,1018,53,1,hospital_002,682,S_024,1126
31110,-37.760257,145.013307,306 Victoria Road,THORNBURY,14480000.0,house,2015,3,1,2,SC_103,2509,20014,1420,23,1,hospital_035,564,S_105,1331
70546,-37.881783,145.105399,151 Waverley Road,CHADSTONE,6000000.0,house,2009,2,1,0,SC_042,1317,19840,1084,28,0,hospital_166,1946,S_026,1936
74377,-37.886272,145.03601899999998,55 Neerim Road,CAULFIELD,19520000.0,house,2013,4,3,2,SC_023,1272,19942,667,32,0,hospital_080,1814,S_166,865
50955,-37.78166199,145.135376,2 Ambrose Street,DONCASTER,8736000.0,house,2009,2,2,2,SC_091,1023,20042,4357,30,1,hospital_194,2002,S_188,1164
34599,-37.69496918,145.0098724,3 Mahoneys Road,RESERVOIR,4875000.0,house,2008,3,1,0,SC_103,5015,20008,178,36,1,hospital_139,2722,S_228,2551
80905,-37.998738,145.19696399999998,18 Keshava Grove,DANDENONG,5670000.0,house,2011,3,2,0,SC_117,1956,19888,1485,54,0,hospital_096,2347,S_184,2150
35539,-37.697633,145.014082,74 Lloyd Avenue,RESERVOIR,11200000.0,house,2016,2,1,1,SC_047,4774,20008,363,36,1,hospital_139,2630,S_228,2781
70410,-37.874931,145.097331,1 Margot Street,CHADSTONE,9390000.0,house,2010,3,1,1,SC_042,578,19839,589,26,0,hospital_098,1636,S_112,996
42270,-37.742889399999996,145.0620117,45 Invermay Grove,ROSANNA,4743000.0,house,2009,2,2,2,SC_017,1544,19936,363,28,0,hospital_090,1335,S_100,1897
28413,-37.801241999999995,144.982054,82 St. David Street,FITZROY,3200000.0,house,2015,3,2,0,SC_008,1596,19976,1092,10,1,hospital_178,799,S_060,105
52541,-37.817228,144.9965407,18/8 Hull Street,RICHMOND,7051000.0,house,2011,1,1,1,SC_068,2175,19978,517,7,1,hospital_171,134,S_076,853
53194,-37.815933,145.010874,39 North Street,RICHMOND,12555000.0,house,2013,3,1,1,SC_083,2231,19905,1244,19,0,hospital_122,782,S_076,1519
22740,-37.753944,144.971542,4 Glengyle Street,COBURG,9075000.0,house,2013,3,1,1,SC_030,3050,19966,858,26,1,hospital_144,283,S_173,1351
46010,-37.712012,145.116379,3 Mayona Road,MONTMORENCY,4800000.0,house,2010,3,1,1,SC_051,5727,19986,582,40,0,hospital_075,1202,S_210,1569
8525,-37.767418,144.78783700000002,45 Glenbrook Avenue,CAIRNLEA,9300000.0,house,2012,4,3,3,SC_102,4353,20003,2208,31,0,hospital_057,2470,S_159,1010
54956,-37.838586,145.094493,12 Green Street,CAMBERWELL,17420000.0,house,2010,4,2,2,SC_037,3281,19895,1651,30,1,hospital_089,2097,S_160,2104
4032,-37.836797,144.866811,1/43 Gordon Street,NEWPORT,4830000.0,house,2013,3,2,2,SC_033,2092,19994,1616,21,0,hospital_141,3585,S_056,1797
40573,-37.694028,145.07044299999998,4 Purcell Court,BUNDOORA,4560000.0,house,2015,4,2,1,SC_062,4897,19984,2221,34,0,hospital_041,720,S_155,1468
34092,-37.71361542,144.98718259999998,19 Dyson Street,RESERVOIR,4540000.0,house,2009,2,1,1,SC_103,3170,20010,1782,32,1,hospital_139,1054,S_030,1808
53744,-37.82839,145.011024,76 Madden Grove,BURNLEY,16830000.0,house,2011,3,1,0,SC_038,1378,19906,319,13,0,hospital_122,1137,S_102,1353
54637,-37.817153000000005,145.02354,6 College Street,HAWTHORN,12415000.0,house,2010,3,1,0,SC_083,1122,19905,523,19,0,hospital_086,693,S_208,1094
54565,-37.815838,145.041701,5 Haines Street,HAWTHORN,10880000.0,house,2014,3,1,0,SC_083,745,19904,779,20,0,hospital_064,985,S_208,716
51722,-37.778034999999996,145.13850300000001,9 McCallum Road,DONCASTER,10170000.0,house,2010,3,2,2,SC_091,1492,19897,4762,35,1,hospital_194,2115,S_188,1620
26604,-37.58837,144.928072,34 Willmott Drive,CRAIGIEBURN,3792000.0,house,2013,4,2,2,SC_016,1352,40221,2012,46,0,hospital_104,6971,S_178,816
96515,-38.005609,145.277648,14 Marson Crescent,HALLAM,3100000.0,house,2011,3,2,1,SC_077,2574,19885,1517,59,0,hospital_069,3645,S_212,1056
39903,-37.71822,145.036784,19 Scott Grove,KINGSBURY,4598000.0,house,2009,3,1,2,SC_047,2334,20010,2627,32,1,hospital_025,580,S_225,1028
63438,-37.796499,145.30230600000002,11A View Street,CROYDON,5324000.0,house,2013,3,2,2,SC_022,1716,19877,1581,54,1,hospital_164,4296,S_224,946
51583,-37.782664000000004,145.119031,60 Rathmullen Quadrant,DONCASTER,13500000.0,house,2015,5,2,2,SC_091,786,20042,4075,30,1,hospital_194,1092,S_188,651
49941,-37.766407,145.095519,15 William Street,BULLEEN,9438000.0,house,2010,4,1,1,SC_009,328,19935,3237,26,0,hospital_193,1888,S_154,391
76022,-37.910072,145.09515,28 Young Street,OAKLEIGH,17920000.0,house,2016,5,2,2,SC_087,2689,19916,642,36,0,hospital_166,1534,S_010,1692
39882,-37.70745468,145.05770869999998,19 Athol Ave,BUNDOORA,6032000.0,house,2008,3,1,1,SC_047,4219,19983,2298,31,0,hospital_037,634,S_155,1006
54572,-37.82398224,145.0420227,5 Minona Street,HAWTHORN,6250000.0,house,2009,2,1,3,SC_083,688,19903,379,23,0,hospital_127,655,S_208,730
2338,-37.805622,144.884574,50 Williamstown Road,KINGSVILLE,5456000.0,house,2015,3,1,1,SC_043,2427,20023,430,20,0,hospital_056,1398,S_201,1300
52881,-37.828314,144.990002,28 Kelso Street,CREMORNE,5100000.0,house,2016,3,2,1,SC_024,1926,19908,472,11,0,hospital_196,1205,S_102,2089
37369,-37.653997,145.038874,39 Hendersons Road,EPPING,4200000.0,house,2014,3,1,2,SC_062,4118,20005,792,43,1,hospital_053,1991,S_229,2205
43388,-37.707166,145.08541200000002,1 Meagher Street,WATSONIA,5928000.0,house,2016,3,1,1,SC_017,5610,19984,446,34,0,hospital_075,1816,S_020,1320
88968,-37.946837,145.029868,6 Tweed Street,HIGHETT,10080000.0,house,2016,3,1,2,SC_079,1016,19872,1068,40,0,hospital_110,1650,S_214,698
81579,-37.994888,145.211017,9 Raymond Street,DANDENONG,2920000.0,house,2010,3,1,2,SC_112,938,19888,559,54,0,hospital_119,1291,S_184,992
58553,-37.829516,145.18655800000002,128 Rooks Road,NUNAWADING,4700000.0,house,2013,3,1,1,SC_088,1290,19900,1366,40,1,hospital_010,2223,S_202,1103
13206,-37.712233000000005,144.781013,5 Antonie Avenue,DELAHEY,4340000.0,house,2011,3,1,1,SC_107,2865,20000,1375,39,0,hospital_057,6128,S_094,1182
13213,-37.723524,144.77684399999998,5 Bronte Court,DELAHEY,5292000.0,house,2010,3,2,2,SC_107,2723,20001,1620,36,0,hospital_057,5284,S_094,2362
28473,-37.798521,144.991793,127 Easey Street,COLLINGWOOD,6400000.0,house,2011,3,1,0,SC_008,2435,19975,244,11,1,hospital_170,1457,S_060,820
636,-37.788788000000004,144.887339,22 Maddock Street,FOOTSCRAY,7515000.0,house,2011,2,1,2,SC_085,1717,20023,1460,20,0,hospital_003,414,S_201,1629
20379,-37.755425,144.95433,11 Denman Street,BRUNSWICK,14365000.0,house,2013,4,2,1,SC_030,2589,19966,668,26,1,hospital_011,360,S_074,1677
31609,-37.742946,145.0103,1 Patterson Street,PRESTON,11775000.0,house,2016,2,1,0,SC_103,825,20013,939,25,1,hospital_035,2233,S_084,922
91993,-37.982108000000004,145.077756,14 Darling Street,MENTONE,16500000.0,house,2014,5,3,3,SC_003,1574,19865,1105,39,0,hospital_133,978,S_003,225
77220,-37.929388,145.100997,37 Crawford Road,CLARINDA,5208000.0,house,2014,4,2,2,SC_003,4763,19915,1794,39,0,hospital_076,1917,S_170,1513
66916,-37.750218,145.36341000000002,11 Bligh  Court,LILYDALE,8028000.0,house,2013,3,2,2,SC_084,4443,19876,1502,60,1,hospital_151,662,S_233,1464
51351,-37.779446,145.122282,394 Manningham Road,DONCASTER,20400000.0,house,2016,3,2,2,SC_091,911,20042,4428,30,1,hospital_194,922,S_188,854
85791,-37.889764,145.006187,68 Downshire Road,ELSTERNWICK,24140000.0,house,2012,4,1,2,SC_015,3242,19954,726,17,0,hospital_116,547,S_193,308
32149,-37.741292,145.013194,198 Gower Street,PRESTON,9015000.0,house,2010,3,1,1,SC_103,1008,20012,1153,27,1,hospital_035,2452,S_084,1022
6373,-37.788468,144.8358,2 Whitty Street,SUNSHINE,6331000.0,house,2013,3,1,1,SC_102,711,20021,257,26,0,hospital_174,1234,S_080,797
92107,-37.979684999999996,145.054505,2/260 Balcombe Road,MENTONE,14175000.0,house,2016,3,2,2,SC_003,3179,19865,966,39,0,hospital_055,217,S_011,726
60352,-37.827111,145.20629399999999,90 Orient Ave,MITCHAM,13838000.0,house,2016,3,2,2,SC_088,2504,19901,1078,41,1,hospital_010,2142,S_040,2598
34825,-37.7156314,144.99535219999999,38 Spratling Street,RESERVOIR,4895000.0,house,2011,3,1,2,SC_103,2729,20010,1035,32,1,hospital_139,321,S_030,1870
79897,-38.003476,145.16564499999998,20 Wattleseed Way,KEYSBOROUGH,11200000.0,house,2016,4,2,2,SC_057,1374,19889,3615,51,0,hospital_096,1193,S_079,1303
9127,-37.886287,144.76271699999998,56 Truganina Avenue,SEABROOK,6490000.0,house,2014,4,2,2,SC_092,3086,19924,2197,31,0,hospital_073,7355,S_001,2424
664,-37.797872999999996,144.889569,23 LaTrobe Street,FOOTSCRAY,5350000.0,house,2012,2,1,1,SC_043,2512,20024,542,18,0,hospital_056,605,S_201,808
17872,-37.70605,144.906179,92 Outlook Drive,GLENROY,5850000.0,house,2015,3,2,2,SC_010,1914,20032,987,33,0,hospital_184,4036,S_209,1570
22389,-37.751952,144.948623,25 Donne Street,COBURG,9840000.0,house,2013,3,2,1,SC_030,2180,19966,1196,26,1,hospital_084,892,S_172,1857
37258,-37.649734,145.041313,3 Thredbo Court,EPPING,4095000.0,house,2015,4,2,2,SC_062,3901,20005,1030,43,1,hospital_053,2197,S_229,2687
37848,-37.64748383,145.0394898,9 Lowalde Drive,EPPING,4794000.0,house,2008,3,1,1,SC_062,4082,20005,990,43,1,hospital_053,2077,S_229,2769
25381,-37.575155,144.929991,14 Burniston Avenue,CRAIGIEBURN,4050000.0,house,2014,4,2,2,SC_005,844,40221,3192,46,0,hospital_104,8451,S_178,2127
13683,-37.744537,144.891554,102 Hoffmans Road,ESSENDON,11004000.0,house,2014,3,2,3,SC_082,1704,20037,2517,21,0,hospital_184,1216,S_197,1664
56839,-37.851186,145.120056,64 Station Street,BURWOOD,4410000.0,house,2012,3,1,1,SC_037,3584,19840,2592,28,0,hospital_047,1508,S_097,1273
67655,-37.754095,145.366546,7 Goodall Drive,LILYDALE,5670000.0,house,2014,3,1,2,SC_084,4652,19876,1665,60,1,hospital_151,893,S_233,1520
45074,-37.68674088,145.13378909999997,40 Maxine Drive,ST HELENA,4400000.0,house,2009,4,2,3,SC_051,2709,19988,2642,49,0,hospital_075,3200,S_051,275
94399,-37.961067,145.082876,52 Baltusrol Circuit,HEATHERTON,8250000.0,house,2015,3,3,2,SC_003,1245,19866,2562,37,0,hospital_109,730,S_023,2381
32257,-37.738632,145.00763600000002,201 Murray Road,PRESTON,10300000.0,house,2016,4,1,0,SC_103,512,20012,626,27,1,hospital_139,2492,S_084,454
21848,-37.751236999999996,144.976136,115 Rennie Street,COBURG,10576000.0,house,2012,3,1,2,SC_103,2616,19966,1311,26,1,hospital_144,697,S_173,1302
72261,-37.852505,145.253532,29 Pindari Drive,BAYSWATER,7620000.0,house,2015,3,1,0,SC_032,4930,19870,1757,50,1,hospital_002,1329,S_139,1583
34387,-37.713947999999995,145.001779,24 Daventry Street,RESERVOIR,13232000.0,house,2015,4,1,3,SC_103,2854,20010,564,32,1,hospital_139,519,S_030,2368
19091,-37.683652,144.931769,60 Kitchener Street,BROADMEADOWS,5920000.0,house,2015,3,1,1,SC_072,3757,20030,1073,37,0,hospital_104,3802,S_153,1085
41554,-37.748703000000006,145.0747986,13 Anderson Street,HEIDELBERG,8107000.0,house,2009,4,2,1,SC_017,960,19936,1001,28,0,hospital_066,1358,S_100,1292
719,-37.792048,144.890086,26 Jerrold Street,FOOTSCRAY,8925000.0,house,2011,2,1,2,SC_085,2072,20023,1164,20,0,hospital_003,87,S_201,1193
50078,-37.765709,145.095528,25 William Street,BULLEEN,17360000.0,house,2016,4,2,2,SC_009,318,19935,3213,26,0,hospital_193,1920,S_154,400
88486,-37.945116999999996,145.040478,142 Wickham Road,HIGHETT,20740000.0,house,2015,4,2,2,SC_079,450,19872,388,40,0,hospital_110,1381,S_069,450
56962,-37.825629,145.081319,1 Bryson Street,CANTERBURY,12720000.0,house,2015,2,2,2,SC_099,2052,19893,128,29,1,hospital_168,3241,S_160,1382
44012,-37.713281,145.106309,1/211 Nepean Street,GREENSBOROUGH,3960000.0,house,2016,2,1,1,SC_017,5782,19985,1052,38,0,hospital_075,908,S_020,1103
10465,-37.784802,144.93241,36 Wellington Street,FLEMINGTON,23320000.0,house,2015,3,2,2,SC_011,1456,20040,412,15,0,hospital_114,1107,S_086,478
88455,-37.953744,145.03723200000002,13 Desmond Avenue,HIGHETT,10380000.0,house,2013,3,1,2,SC_079,614,19872,719,40,0,hospital_058,1832,S_069,614
64612,-37.797727,145.297968,5/26 Pascoe Avenue,CROYDON,5950000.0,house,2013,3,2,2,SC_022,1318,19878,1549,51,1,hospital_164,3891,S_224,1195
71685,-37.856021999999996,145.235706,6 Chesterfield Court,WANTIRNA,6123000.0,house,2011,4,2,2,SC_032,4854,19871,3180,46,1,hospital_179,1026,S_226,1806
48947,-37.802818,145.076774,112 Belmore Road,BALWYN,23100000.0,house,2010,5,3,2,SC_099,2908,19893,2444,29,1,hospital_064,2588,S_137,1515
6815,-37.785634,144.821958,51 Fraser Street,SUNSHINE,5542000.0,house,2014,3,1,1,SC_102,1086,20004,921,28,0,hospital_174,1283,S_080,1076
86778,-37.90256,144.996332,45 St James Park Drive,BRIGHTON,34800000.0,house,2015,4,2,2,SC_015,4012,19952,609,20,0,hospital_198,1071,S_151,869
83609,-37.85354996,145.01036069999998,19 Harvey Street,PRAHRAN,8820000.0,house,2008,2,1,0,SC_038,1457,19946,439,23,0,hospital_132,144,S_115,759
10791,-37.783509,144.931365,67 Waltham Street,FLEMINGTON,35550000.0,house,2016,5,2,3,SC_011,1345,20040,474,15,0,hospital_007,1188,S_086,511
71783,-37.855774,145.233822,72 Amesbury Avenue,WANTIRNA,6050000.0,house,2010,4,3,2,SC_032,4809,19871,3198,46,1,hospital_179,896,S_226,1706
86088,-37.89321518,144.99998469999997,129 Cochrane Street,BRIGHTON,9600000.0,house,2008,4,2,2,SC_015,3213,19953,534,19,0,hospital_116,1187,S_193,871
68994,-37.850970000000004,145.032354,26 Woodmason Street,MALVERN,14960000.0,house,2012,3,2,1,SC_038,2414,19911,844,15,0,hospital_157,1319,S_235,1070
38423,-37.782754,145.016685,7 Gillies Street,FAIRFIELD,12454000.0,house,2015,3,1,3,SC_001,2758,19930,399,18,0,hospital_029,979,S_219,2731
26960,-37.602595,144.936825,44 Bainbridge Close,CRAIGIEBURN,2007500.0,house,2013,3,2,3,SC_110,560,40221,579,46,0,hospital_104,5546,S_005,566
58583,-37.83110809,145.1829834,15 Abelia Street,NUNAWADING,4392000.0,house,2009,4,2,0,SC_088,1345,19899,1369,37,1,hospital_060,2374,S_202,998
24134,-37.708053,144.97591599999998,2 Major Road,FAWKNER,6630000.0,house,2015,3,1,1,SC_030,3536,19962,1538,33,1,hospital_139,2219,S_030,2491
55458,-37.841485,145.08442,3 Beech Street,CAMBERWELL,4290000.0,house,2016,3,1,2,SC_099,3004,19850,827,32,0,hospital_089,1970,S_160,1383
27824,-37.586976,144.936942,8 The Creek Approach,CRAIGIEBURN,9100000.0,house,2015,4,3,2,SC_110,1272,40221,1745,46,0,hospital_104,7241,S_178,824
45261,-37.695454999999995,145.102544,53 Plenty River Drive,GREENSBOROUGH,5700000.0,house,2015,4,2,2,SC_062,5099,19985,1071,38,0,hospital_075,1116,S_210,852
90058,-37.965362,145.080137,15 Jells Road,CHELTENHAM,12325000.0,house,2014,3,1,2,SC_003,1013,19866,2249,37,0,hospital_109,561,S_003,2100
46040,-37.725341,145.133444,35 Kirwana Grove,MONTMORENCY,8217000.0,house,2015,3,2,3,SC_009,5788,19986,1534,40,0,hospital_075,3310,S_194,2450
66167,-37.768068,145.330957,3 Brack Court,MOOROOLBARK,5950000.0,house,2010,3,2,2,SC_084,1861,19876,2031,60,1,hospital_113,2204,S_168,1480
31684,-37.73132324,144.9928436,10 Sheffield Street,PRESTON,8150000.0,house,2009,5,2,2,SC_103,1220,20011,933,29,1,hospital_139,1599,S_030,839
8170,-37.755745000000005,144.783269,17 Heron Road,CAIRNLEA,8100000.0,house,2015,4,2,3,SC_107,3812,20002,1910,33,0,hospital_057,2799,S_159,653
